"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,12,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,10,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Back Extension (Weighted Hyperextension)",,"",2,"normal",10,10,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Lat Pulldown (Cable)",,"",0,"warmup",25,15,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Lat Pulldown (Cable)",,"",1,"normal",30,15,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Lat Pulldown (Cable)",,"",2,"normal",35,15,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Leg Extension (Machine)",,"",0,"normal",10,10,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Leg Extension (Machine)",,"",1,"normal",10,10,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Leg Extension (Machine)",,"",2,"normal",20,15,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Triceps Extension (Dumbbell)",,"",0,"warmup",20,12,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Triceps Extension (Dumbbell)",,"",1,"normal",25,10,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","23 Jul 2024, 07:46","23 Jul 2024, 08:27","","Lateral Raise (Dumbbell)",,"",1,"dropset",20,15,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Leg Extension (Machine)",,"",0,"warmup",5,8,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Leg Extension (Machine)",,"",1,"normal",10,12,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Leg Extension (Machine)",,"",2,"normal",10,12,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Leg Extension (Machine)",,"",3,"normal",20,15,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Lying Leg Curl (Machine)",,"",0,"warmup",5,15,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Lying Leg Curl (Machine)",,"",1,"dropset",10,10,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,10,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,10,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Lateral Raise (Dumbbell)",,"Too sore with cycling to do these brownie points to attempt :)",0,"warmup",20,4,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Lateral Raise (Dumbbell)",,"Too sore with cycling to do these brownie points to attempt :)",1,"dropset",30,8,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Triceps Extension (Dumbbell)",,"",0,"warmup",20,12,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Triceps Extension (Dumbbell)",,"",1,"normal",25,10,,,
"Full Body - A","26 Jun 2024, 22:33","26 Jun 2024, 23:17","","Lat Pulldown (Cable)",,"",0,"normal",35,20,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Shoulder Press (Machine Plates)",,"",0,"normal",20,15,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Shoulder Press (Machine Plates)",,"",1,"normal",40,15,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Shoulder Press (Machine Plates)",,"",2,"normal",60,12,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Chest Fly (Machine)",,"",1,"normal",20,15,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Chest Fly (Machine)",,"",2,"normal",25,12,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Chest Fly (Machine)",,"",3,"normal",25,15,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",25,20,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Preacher Curl (Machine)",,"",0,"warmup",10,10,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Preacher Curl (Machine)",,"",1,"dropset",10,16,,,
"Full Body - B","24 Jun 2024, 22:31","24 Jun 2024, 23:14","","Shrug (Dumbbell)",,"",0,"normal",50,20,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Squat (Barbell)",,"15 lbs bar",0,"normal",15,10,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Squat (Barbell)",,"15 lbs bar",1,"normal",35,10,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Squat (Barbell)",,"15 lbs bar",2,"normal",35,10,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Bench Press (Dumbbell)",,"",2,"normal",50,12,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Bench Press (Dumbbell)",,"",3,"normal",60,10,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Seated Row (Machine)",,"Under arm, over arm and normal grip",0,"warmup",50,8,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Seated Row (Machine)",,"Under arm, over arm and normal grip",1,"normal",50,8,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Seated Row (Machine)",,"Under arm, over arm and normal grip",2,"normal",50,8,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","21 Jun 2024, 22:42","21 Jun 2024, 23:29","","Seated Calf Raise",,"",0,"warmup",50,20,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Incline Chest Press (Machine)",,"",0,"warmup",20,15,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Incline Chest Press (Machine)",,"",1,"normal",40,15,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Incline Chest Press (Machine)",,"",2,"normal",70,10,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Lying Leg Curl (Machine)",,"",0,"warmup",10,10,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Lying Leg Curl (Machine)",,"",1,"dropset",10,13,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Leg Extension (Machine)",,"",2,"normal",10,15,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Leg Extension (Machine)",,"",3,"normal",10,15,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Hammer Curl (Dumbbell)",,"",0,"warmup",20,10,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Hammer Curl (Dumbbell)",,"",1,"dropset",20,20,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",30,15,,,
"Full Body - B","20 Jun 2024, 22:33","20 Jun 2024, 23:11","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Bench Press (Dumbbell)",,"",0,"warmup",30,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Bench Press (Dumbbell)",,"",2,"normal",40,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Bench Press (Dumbbell)",,"",3,"normal",50,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Leg Extension (Machine)",,"",0,"normal",10,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Leg Extension (Machine)",,"",1,"normal",10,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Lat Pulldown (Cable)",,"",0,"warmup",25,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Lat Pulldown (Cable)",,"",1,"normal",40,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Lat Pulldown (Cable)",,"",2,"normal",30,10,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,10,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,10,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Triceps Extension (Dumbbell)",,"",0,"warmup",25,15,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Triceps Extension (Dumbbell)",,"",1,"normal",20,10,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,17,,,
"Full Body - A","15 Jun 2024, 22:44","15 Jun 2024, 23:26","","Lateral Raise (Dumbbell)",,"",1,"dropset",30,8,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Incline Chest Press (Machine)",,"",0,"warmup",30,15,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Incline Chest Press (Machine)",,"",1,"normal",40,12,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Incline Chest Press (Machine)",,"",2,"normal",50,10,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Seated Row (Machine)",,"",0,"warmup",20,12,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Seated Row (Machine)",,"",1,"normal",40,8,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Seated Row (Machine)",,"",2,"normal",50,15,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Hammer Curl (Dumbbell)",,"",0,"warmup",30,15,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Hammer Curl (Dumbbell)",,"",1,"dropset",40,8,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Crunch",,"",0,"dropset",,10,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Crunch",,"",1,"normal",,15,,,
"Full Body - B","12 Jun 2024, 22:31","12 Jun 2024, 23:05","","Crunch",,"",2,"normal",,10,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Bench Press (Dumbbell)",,"",0,"warmup",30,15,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Bench Press (Dumbbell)",,"",2,"normal",40,12,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Bench Press (Dumbbell)",,"",3,"normal",50,15,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,10,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,10,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Back Extension (Weighted Hyperextension)",,"",2,"normal",10,10,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Leg Extension (Machine)",,"",0,"normal",10,10,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Leg Extension (Machine)",,"",1,"normal",20,8,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Leg Extension (Machine)",,"",2,"normal",15,15,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Lat Pulldown (Cable)",,"",0,"warmup",30,15,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Lat Pulldown (Cable)",,"",1,"normal",45,8,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Lat Pulldown (Cable)",,"",2,"normal",35,7,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Lat Pulldown (Cable)",,"",3,"normal",25,15,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Triceps Extension (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Triceps Extension (Dumbbell)",,"",1,"normal",25,10,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,20,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Lateral Raise (Dumbbell)",,"",1,"dropset",20,20,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Seated Calf Raise",,"",0,"warmup",50,18,,,
"Full Body - A","10 Jun 2024, 22:28","10 Jun 2024, 23:17","","Seated Calf Raise",,"",1,"dropset",25,8,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Leg Extension (Machine)",,"2 one leg at a time | 2 both leg at a time",0,"warmup",10,10,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Leg Extension (Machine)",,"2 one leg at a time | 2 both leg at a time",1,"warmup",10,10,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Leg Extension (Machine)",,"2 one leg at a time | 2 both leg at a time",2,"normal",10,15,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Leg Extension (Machine)",,"2 one leg at a time | 2 both leg at a time",3,"normal",10,10,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Incline Chest Press (Machine)",,"",0,"warmup",20,10,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Incline Chest Press (Machine)",,"",1,"normal",50,10,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Incline Chest Press (Machine)",,"",2,"normal",70,10,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Lying Leg Curl (Machine)",,"",0,"warmup",10,7,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Lying Leg Curl (Machine)",,"",1,"dropset",10,7,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Seated Cable Row - V Grip (Cable)",,"Wide grip 1 set / 1 drop set for normal grip",0,"warmup",20,20,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Seated Cable Row - V Grip (Cable)",,"Wide grip 1 set / 1 drop set for normal grip",1,"dropset",30,20,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Bicep Curl (Dumbbell)",,"",0,"warmup",20,20,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Crunch",,"",0,"dropset",,15,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Crunch",,"",1,"normal",,15,,,
"Full Body - B","6 Jun 2024, 22:24","6 Jun 2024, 23:07","","Bicep Curl (Barbell)",,"",0,"dropset",20,20,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Bench Press (Barbell)",,"15lbs bar",0,"warmup",15,15,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Bench Press (Barbell)",,"15lbs bar",1,"warmup",35,15,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Bench Press (Barbell)",,"15lbs bar",2,"normal",55,10,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Bench Press (Barbell)",,"15lbs bar",3,"normal",65,8,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Lat Pulldown (Cable)",,"",0,"warmup",30,18,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Lat Pulldown (Cable)",,"",1,"normal",40,14,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Lat Pulldown (Cable)",,"",2,"normal",30,15,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Dumbbell Step Up",,"",0,"normal",8,10,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Dumbbell Step Up",,"",1,"normal",8,10,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Dumbbell Step Up",,"",2,"normal",8,10,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Seated Calf Raise",,"",0,"warmup",25,15,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Seated Calf Raise",,"",1,"dropset",50,20,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Triceps Extension (Dumbbell)",,"",1,"normal",25,15,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Triceps Extension (Dumbbell)",,"",2,"normal",20,10,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Lateral Raise (Dumbbell)",,"",1,"dropset",20,15,,,
"Full Body - A","4 Jun 2024, 22:37","4 Jun 2024, 23:28","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Leg Extension (Machine)",,"",0,"warmup",10,20,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Leg Extension (Machine)",,"",1,"warmup",10,20,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Incline Chest Press (Machine)",,"",0,"warmup",30,15,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Incline Chest Press (Machine)",,"",1,"normal",40,15,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Incline Chest Press (Machine)",,"",2,"normal",50,15,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Lying Leg Curl (Machine)",,"",1,"dropset",15,8,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Lying Leg Curl (Machine)",,"",2,"normal",10,7,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Lying Leg Curl (Machine)",,"",3,"normal",5,8,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",20,20,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,15,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","EZ Bar Biceps Curl",,"10 lbs bar",0,"warmup",20,12,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","EZ Bar Biceps Curl",,"10 lbs bar",1,"dropset",20,12,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","EZ Bar Biceps Curl",,"10 lbs bar",2,"normal",10,8,,,
"Full Body - B","3 Jun 2024, 22:15","3 Jun 2024, 22:57","","Crunch",,"",0,"dropset",,25,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Bench Press (Dumbbell)",,"",2,"normal",50,12,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Bench Press (Dumbbell)",,"",3,"normal",50,10,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Lat Pulldown (Cable)",,"",0,"warmup",25,15,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Lat Pulldown (Cable)",,"",1,"normal",35,15,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Lat Pulldown (Cable)",,"",2,"normal",30,15,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Leg Extension (Machine)",,"",0,"normal",10,10,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Leg Extension (Machine)",,"",1,"normal",10,10,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Triceps Extension (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Triceps Extension (Dumbbell)",,"",1,"normal",25,10,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","30 May 2024, 22:35","30 May 2024, 23:16","","Lateral Raise (Dumbbell)",,"",1,"dropset",10,25,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Squat (Barbell)",,"",0,"warmup",10,10,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Squat (Barbell)",,"",1,"warmup",40,10,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Squat (Barbell)",,"",2,"normal",60,6,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Squat (Barbell)",,"",3,"normal",80,6,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Incline Chest Press (Machine)",,"",0,"warmup",30,15,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Incline Chest Press (Machine)",,"",1,"normal",40,12,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Incline Chest Press (Machine)",,"",2,"normal",50,10,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Lying Leg Curl (Machine)",,"",1,"dropset",10,12,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Lying Leg Curl (Machine)",,"",2,"normal",5,8,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,12,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",25,10,,,
"Full Body - B","28 May 2024, 22:43","28 May 2024, 23:22","","EZ Bar Biceps Curl",,"",1,"dropset",30,22,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Treadmill",,"",0,"normal",,,,300,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Bench Press (Dumbbell)",,"",0,"warmup",30,12,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Bench Press (Dumbbell)",,"",2,"normal",40,15,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Bench Press (Dumbbell)",,"",3,"normal",50,12,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Lat Pulldown (Cable)",,"",0,"warmup",25,15,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Lat Pulldown (Cable)",,"",1,"normal",35,15,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Lat Pulldown (Cable)",,"",2,"normal",30,15,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Leg Extension (Machine)",,"",0,"normal",10,10,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Leg Extension (Machine)",,"",1,"normal",10,10,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Leg Extension (Machine)",,"",2,"normal",20,15,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Triceps Extension (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Triceps Extension (Dumbbell)",,"",1,"normal",25,12,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Lateral Raise (Dumbbell)",,"",1,"dropset",20,15,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Seated Calf Raise",,"",0,"warmup",50,20,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Seated Calf Raise",,"",1,"dropset",50,20,,,
"Full Body - A","27 May 2024, 22:30","27 May 2024, 23:21","","Seated Calf Raise",,"",2,"normal",25,7,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Leg Extension (Machine)",,"",2,"normal",20,10,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Leg Extension (Machine)",,"",3,"normal",20,10,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Leg Extension (Machine)",,"",4,"normal",20,10,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Incline Chest Press (Machine)",,"",0,"warmup",20,15,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Incline Chest Press (Machine)",,"",1,"normal",40,10,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Incline Chest Press (Machine)",,"",2,"normal",60,20,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Lying Leg Curl (Machine)",,"",0,"warmup",10,10,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Lying Leg Curl (Machine)",,"",1,"dropset",10,15,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",20,18,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",25,15,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",25,15,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","EZ Bar Biceps Curl",,"",0,"warmup",30,12,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","EZ Bar Biceps Curl",,"",1,"dropset",30,12,,,
"Full Body - B","23 May 2024, 22:17","23 May 2024, 23:11","","Crunch",,"",0,"dropset",,18,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Lat Pulldown (Cable)",,"",0,"warmup",20,12,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Lat Pulldown (Cable)",,"",1,"normal",30,15,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Lat Pulldown (Cable)",,"",2,"normal",35,12,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Lunge (Dumbbell)",,"",0,"warmup",20,10,,,
"Full Body - A","21 May 2024, 22:50","21 May 2024, 23:35","","Leg Extension (Machine)",,"",0,"normal",15,10,,,
